stretch,Genotype
13,Col_TAS3A
13,Col_TAS3A
13,Col_TAS3A
13,Col_TAS3A
13,Col_TAS3A
13,Col_TAS3A
13,Col_TAS3A
13,Col_TAS3A
13,Col_TAS3A
13,Col_TAS3A
13,Col_TAS3A
13,Col_TAS3A
13,Col_TAS3A
13,Col_TAS3A
13,Col_TAS3A
13,Col_TAS3A
13,Col_TAS3A
13,Col_TAS3A
13,Col_TAS3A
13,Col_TAS3A
13,Col_TAS3A
13,Col_TAS3A
13,Col_TAS3A
14,Col_TAS3A
14,Col_TAS3A
14,Col_TAS3A
14,Col_TAS3A
14,Col_TAS3A
14,Col_TAS3A
14,Col_TAS3A
14,Col_TAS3A
14,Col_TAS3A
14,Col_TAS3A
14,Col_TAS3A
14,Col_TAS3A
14,Col_TAS3A
14,Col_TAS3A
14,Col_TAS3A
14,Col_TAS3A
14,Col_TAS3A
14,Col_TAS3A
14,Col_TAS3A
14,Col_TAS3A
14,Col_TAS3A
15,Col_TAS3A
15,Col_TAS3A
15,Col_TAS3A
15,Col_TAS3A
15,Col_TAS3A
15,Col_TAS3A
15,Col_TAS3A
16,Col_TAS3A
16,Col_TAS3A
16,Col_TAS3A
16,Col_TAS3A
16,Col_TAS3A
16,Col_TAS3A
16,Col_TAS3A
16,Col_TAS3A
16,Col_TAS3A
16,Col_TAS3A
17,Col_TAS3A
17,Col_TAS3A
17,Col_TAS3A
17,Col_TAS3A
17,Col_TAS3A
17,Col_TAS3A
17,Col_TAS3A
18,Col_TAS3A
18,Col_TAS3A
18,Col_TAS3A
18,Col_TAS3A
18,Col_TAS3A
18,Col_TAS3A
18,Col_TAS3A
19,Col_TAS3A
19,Col_TAS3A
19,Col_TAS3A
19,Col_TAS3A
19,Col_TAS3A
19,Col_TAS3A
19,Col_TAS3A
20,Col_TAS3A
20,Col_TAS3A
20,Col_TAS3A
21,Col_TAS3A
21,Col_TAS3A
21,Col_TAS3A
21,Col_TAS3A
21,Col_TAS3A
21,Col_TAS3A
22,Col_TAS3A
22,Col_TAS3A
22,Col_TAS3A
23,Col_TAS3A
23,Col_TAS3A
23,Col_TAS3A
24,Col_TAS3A
24,Col_TAS3A
24,Col_TAS3A
24,Col_TAS3A
24,Col_TAS3A
24,Col_TAS3A
24,Col_TAS3A
26,Col_TAS3A
27,Col_TAS3A
27,Col_TAS3A
28,Col_TAS3A
35,Col_TAS3A
46,Col_TAS3A
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
0,Col_TyrAT
